ChurnPropensity,ChurnRiskSegment
0.6966491228070175,High
0.8059152046783626,High
0.3923976608187134,Medium
0.3231461988304094,Medium
0.5972660818713451,Medium
0.09199707602339181,Low
0.2385146198830409,Low
0.16480701754385965,Low
0.379719298245614,Medium
0.5569619883040936,Medium
0.23936549707602342,Low
0.5868596491228071,Medium
0.685546783625731,High
0.8297368421052631,High
0.740906432748538,High
0.3631549707602339,Medium
0.5852631578947368,Medium
0.30728362573099416,Medium
0.24294152046783626,Low
0.19407602339181287,Low
0.43300000000000005,Medium
0.4763888888888889,Medium
0.1942690058479532,Low
0.8646315789473684,High
0.9597894736842105,High
0.5992485380116959,Medium
0.8488625730994153,High
0.3210146198830409,Medium
0.3450409356725146,Medium
0.5584064327485381,Medium
0.41742982456140354,Medium
0.2113654970760234,Low
0.7085087719298246,High
0.7478508771929825,High
0.31030994152046787,Medium
0.1762076023391813,Low
0.5746432748538012,Medium
0.1530233918128655,Low
0.7160146198830409,High
0.9082426900584795,High
0.8286959064327485,High
0.20167836257309943,Low
0.3908625730994152,Medium
0.19409649122807018,Low
0.5403830409356726,Medium
0.7741491228070174,High
0.42517251461988304,Medium
0.7895526315789474,High
0.7945584795321636,High
0.4520643274853801,Medium
0.5740497076023392,Medium
0.4911959064327485,Medium
0.5951608187134503,Medium
0.5087953216374269,Medium
0.6474122807017544,High
0.1113654970760234,Low
0.589625730994152,Medium
0.30420760233918126,Medium
0.39430116959064326,Medium
0.8034269005847954,High
0.4193070175438597,Medium
0.32880116959064326,Medium
0.2475643274853801,Low
0.27387719298245616,Low
0.2850233918128655,Low
0.11389181286549707,Low
0.701485380116959,High
0.5256315789473684,Medium
0.4727777777777778,Medium
0.32562573099415204,Medium
0.30168128654970755,Medium
0.36923976608187137,Medium
0.25828654970760234,Low
0.48708771929824557,Medium
0.5007397660818713,Medium
0.5251959064327485,Medium
0.4178771929824561,Medium
0.16628070175438597,Low
0.0922076023391813,Low
0.8132660818713451,High
0.6674766081871345,High
0.591672514619883,Medium
0.31683918128654964,Medium
0.4329853801169591,Medium
0.42967251461988304,Medium
0.4084093567251462,Medium
0.7261169590643275,High
0.6085204678362572,High
0.4655321637426901,Medium
0.5375906432748538,Medium
0.5194941520467836,Medium
0.6897836257309942,High
0.6649122807017543,High
0.08799707602339181,Low
0.5277251461988304,Medium
0.78303216374269,High
0.3267222222222222,Medium
0.37409064327485375,Medium
0.8175350877192982,High
0.5768450292397661,Medium
0.6019941520467836,High
0.5588771929824562,Medium
0.6283187134502924,High
0.7221578947368421,High
0.7526315789473684,High
0.19557602339181285,Low
0.2671315789473684,Low
0.7320087719298245,High
0.7935321637426901,High
0.4254415204678363,Medium
0.3100994152046783,Medium
0.3456023391812866,Medium
0.46605555555555556,Medium
0.3266345029239766,Medium
0.13639766081871346,Low
0.7190233918128655,High
0.3595584795321637,Medium
0.35325730994152044,Medium
0.7913801169590643,High
0.73903216374269,High
0.8433801169590643,High
0.6491578947368422,High
0.8728684210526316,High
0.4523274853801169,Medium
0.8541081871345029,High
0.7423333333333333,High
0.5238157894736842,Medium
0.36998538011695903,Medium
0.3105233918128654,Medium
0.3945204678362573,Medium
0.5680058479532164,Medium
0.34898538011695907,Medium
0.8528654970760234,High
0.5213654970760233,Medium
0.3058450292397661,Medium
0.42397953216374273,Medium
0.38483040935672513,Medium
0.3222543859649123,Medium
0.40733918128654967,Medium
0.33890058479532165,Medium
0.8876023391812865,High
0.3169736842105263,Medium
0.7005087719298246,High
0.11977485380116959,Low
0.7007222222222222,High
0.6145672514619883,High
0.41291520467836257,Medium
0.4445789473684211,Medium
0.4410380116959064,Medium
0.41214327485380114,Medium
0.08757602339181286,Low
0.9084239766081872,High
0.9741052631578947,High
0.31590350877192985,Medium
0.37452046783625736,Medium
0.31719298245614036,Medium
0.8088888888888889,High
0.6615760233918129,High
0.6569269005847953,High
0.1136812865497076,Low
0.6155058479532164,High
0.8010847953216375,High
0.4833187134502924,Medium
0.6476695906432748,High
0.2202076023391813,Low
0.7728421052631579,High
0.3894707602339181,Medium
0.7884912280701755,High
0.1603888888888889,Low
0.741733918128655,High
0.5221929824561404,Medium
0.686187134502924,High
0.1922076023391813,Low
0.5900263157894736,Medium
0.5445526315789473,Medium
0.20041520467836257,Low
0.21573391812865497,Low
0.6918771929824561,High
0.8374912280701754,High
0.6919035087719299,High
0.5474795321637427,Medium
0.4590614035087719,Medium
0.24414327485380116,Low
0.3053801169590643,Medium
0.16080994152046785,Low
0.8979035087719298,High
0.7075906432748538,High
0.22183625730994153,Low
0.5833684210526315,Medium
0.8183508771929825,High
0.6178011695906434,High
0.09073391812865497,Low
0.08947076023391813,Low
0.363359649122807,Medium
0.42239181286549704,Medium
0.51696783625731,Medium
0.7219561403508772,High
0.6308070175438596,High
0.41953216374269003,Medium
0.9016900584795322,High
0.38219883040935676,Medium
0.5035146198830409,Medium
0.3239970760233918,Medium
0.13703801169590643,Low
0.3427163742690058,Medium
0.6247573099415205,High
0.41376608187134506,Medium
0.24081286549707603,Low
0.5994181286549707,Medium
0.8036374269005848,High
0.4313391812865497,Medium
0.44331578947368416,Medium
0.7174853801169591,High
0.5052953216374269,Medium
0.7745263157894737,High
0.2389415204678363,Low
0.27449122807017545,Low
0.3678801169590643,Medium
0.36771345029239766,Medium
0.33778947368421053,Medium
0.9802105263157894,High
0.6213713450292397,High
0.23873391812865496,Low
0.5866900584795322,Medium
0.7678567251461988,High
0.8577368421052631,High
0.3978421052631579,Medium
0.5885263157894738,Medium
0.862561403508772,High
0.2997865497076023,Low
0.46658479532163744,Medium
0.4545029239766082,Medium
0.9442105263157895,High
0.5484444444444444,Medium
0.44646198830409356,Medium
0.670140350877193,High
0.5357076023391812,Medium
0.5263479532163743,Medium
0.6051929824561404,High
0.5856023391812866,Medium
0.5485438596491228,Medium
0.09809941520467835,Low
0.32315497076023386,Medium
0.12440350877192982,Low
0.45908771929824566,Medium
0.45367251461988306,Medium
0.4688216374269006,Medium
0.9886315789473684,High
0.6547426900584795,High
0.8743391812865496,High
0.8776842105263158,High
0.3893450292397661,Medium
0.32585672514619884,Medium
0.2050029239766082,Low
0.2385233918128655,Low
0.3574473684210526,Medium
0.39235087719298245,Medium
0.32147076023391813,Medium
0.5045614035087719,Medium
0.563266081871345,Medium
0.36734795321637426,Medium
0.4393538011695906,Medium
0.3946929824561404,Medium
0.15912573099415206,Low
0.5240701754385965,Medium
0.48183625730994156,Medium
0.9568421052631579,High
0.4073450292397661,Medium
0.8557894736842105,High
0.5258508771929825,Medium
0.8730526315789473,High
0.22126315789473683,Low
0.3199970760233918,Medium
0.8787631578947368,High
0.2623099415204678,Low
0.32715204678362575,Medium
0.6932953216374269,High
0.09283918128654971,Low
0.3369883040935673,Medium
0.4508654970760234,Medium
0.5694795321637427,Medium
0.15451169590643277,Low
0.5031228070175439,Medium
0.7255847953216374,High
0.8328450292397661,High
0.7606374269005848,High
0.7150058479532164,High
0.8136929824561403,High
0.5350994152046784,Medium
0.40480994152046784,Medium
0.41052046783625734,Medium
0.3806140350877193,Medium
0.0905233918128655,Low
0.5359415204678363,Medium
0.8718216374269006,High
0.34777485380116957,Medium
0.8328888888888889,High
0.6083333333333334,High
0.7190409356725147,High
0.4230760233918128,Medium
0.32966959064327483,Medium
0.5041315789473684,Medium
0.16775438596491227,Low
0.9090672514619884,High
0.4186520467836258,Medium
0.7419444444444444,High
0.4780380116959064,Medium
0.6573742690058479,High
0.7453216374269005,High
0.9873684210526316,High
0.801514619883041,High
0.32558187134502925,Medium
0.8095204678362573,High
0.2555087719298246,Low
0.5705321637426901,Medium
0.35052046783625734,Medium
0.9233801169590643,High
0.3648391812865497,Medium
0.4603859649122807,Medium
0.7808684210526315,High
0.4752719298245614,Medium
0.8819035087719298,High
0.7560350877192983,High
0.9762105263157894,High
0.3245994152046784,Medium
0.08926023391812866,Low
0.4317602339181287,Medium
0.2820672514619883,Low
0.5685321637426901,Medium
0.6342017543859648,High
0.8937046783625731,High
0.7762748538011697,High
0.18732456140350878,Low
0.964421052631579,High
0.9867368421052631,High
0.46341812865497073,Medium
0.26751169590643276,Low
0.5605380116959064,Medium
0.6783625730994152,High
0.09073391812865497,Low
0.5611520467836257,Medium
0.37196783625730995,Medium
0.21452339181286548,Low
0.8404678362573099,High
0.1202017543859649,Low
0.34208479532163744,Medium
0.8286695906432748,High
0.31934795321637427,Medium
0.7913713450292398,High
0.5332192982456141,Medium
0.8025292397660819,High
0.6651608187134503,High
0.24649415204678363,Low
0.49771929824561406,Medium
0.5773362573099415,Medium
0.34965204678362577,Medium
0.811204678362573,High
0.6611812865497075,High
0.7648742690058479,High
0.6281198830409357,High
0.3593421052631579,Medium
0.6411608187134503,High
0.09662573099415203,Low
0.16333333333333333,Low
0.3239970760233918,Medium
0.40335672514619886,Medium
0.08694444444444445,Low
0.1050438596491228,Low
0.36778654970760233,Medium
0.6274269005847953,High
0.11935380116959066,Low
0.9174736842105263,High
0.873687134502924,High
0.9711578947368421,High
0.4242865497076023,Medium
0.789078947368421,High
0.5632807017543859,Medium
0.19894444444444445,Low
0.34291228070175434,Medium
0.34205847953216373,Medium
0.30377777777777776,Medium
0.7345877192982456,High
0.5372836257309942,Medium
0.42500584795321633,Medium
0.09788888888888889,Low
0.7709649122807017,High
0.7769181286549708,High
0.683485380116959,High
0.8648421052631579,High
0.6049415204678363,High
0.555640350877193,Medium
0.9823157894736843,High
0.894546783625731,High
0.18860526315789472,Low
0.3361842105263158,Medium
0.544859649122807,Medium
0.7678713450292398,High
0.6398538011695907,High
0.3098508771929825,Medium
0.16187134502923978,Low
0.8913859649122806,High
0.7644649122807017,High
0.37934795321637427,Medium
0.21491812865497076,Low
0.8181345029239766,High
0.6358830409356725,High
0.22183625730994153,Low
0.1328216374269006,Low
0.5742426900584796,Medium
0.5144590643274853,Medium
0.8987543859649123,High
0.9701052631578948,High
0.7194356725146198,High
0.7649269005847953,High
0.5510233918128655,Medium
0.8783157894736842,High
0.15512865497076023,Low
0.5074619883040936,Medium
0.8955994152046785,High
0.634014619883041,High
0.7707485380116958,High
0.8290994152046783,High
0.4283918128654971,Medium
0.5791695906432748,Medium
0.53503216374269,Medium
0.3839970760233918,Medium
0.718593567251462,High
0.21048245614035088,Low
0.5369941520467836,Medium
0.1993654970760234,Low
0.6404853801169591,High
0.39073099415204676,Medium
0.4614035087719298,Medium
0.3136754385964912,Medium
0.32104970760233914,Medium
0.32768713450292397,Medium
0.2224766081871345,Low
0.1382923976608187,Low
0.4698654970760233,Medium
0.8463274853801169,High
0.6442894736842105,High
0.09746783625730995,Low
0.3426286549707602,Medium
0.12988304093567252,Low
0.25997076023391813,Low
0.0913654970760234,Low
0.7442309941520469,High
0.47793859649122805,Medium
0.33557017543859646,Medium
0.3071520467836258,Medium
0.4674356725146199,Medium
0.21998830409356723,Low
0.7294795321637426,High
0.45163450292397667,Medium
0.47563450292397663,Medium
0.3229444444444444,Medium
0.2574093567251462,Low
0.5680584795321637,Medium
0.9160204678362573,High
0.4367017543859649,Medium
0.15999415204678363,Low
0.47535964912280704,Medium
0.6552368421052632,High
0.3437865497076023,Medium
0.7343479532163742,High
0.29199122807017547,Low
0.7146198830409357,High
0.306312865497076,Medium
0.2170497076023392,Low
0.45774561403508773,Medium
0.22125730994152049,Low
0.4878479532163743,Medium
0.7053245614035089,High
0.09304970760233919,Low
0.5321198830409357,Medium
0.41291520467836257,Medium
0.33704385964912276,Medium
0.23719883040935674,Low
0.09389181286549707,Low
0.8585263157894737,High
0.23199122807017544,Low
0.6840730994152047,High
0.78,High
0.724859649122807,High
0.5931608187134503,Medium
0.5588625730994152,Medium
0.10041520467836257,Low
0.23514619883040938,Low
0.5098216374269006,Medium
0.7023362573099415,High
0.6281315789473685,High
0.5184415204678363,Medium
0.5386520467836258,Medium
0.08926023391812866,Low
0.4799415204678363,Medium
0.5067777777777778,Medium
0.459327485380117,Medium
0.6069473684210527,High
0.694812865497076,High
0.7383187134502924,High
0.5828538011695907,Medium
0.39255555555555555,Medium
0.8105380116959064,High
0.09894152046783625,Low
0.5101374269005848,Medium
0.38967251461988306,Medium
0.21178070175438599,Low
0.6270614035087719,High
0.15197368421052632,Low
0.2633040935672515,Low
0.3751432748538011,Medium
0.5944385964912281,Medium
0.7638099415204678,High
0.6798684210526316,High
0.12040643274853802,Low
0.4915058479532164,Medium
0.8328421052631578,High
0.567078947368421,Medium
0.4352748538011696,Medium
0.6733859649122808,High
0.911374269005848,High
0.6257719298245614,High
0.8783157894736842,High
0.6000730994152047,High
0.35262573099415206,Medium
0.48439181286549704,Medium
0.5250847953216374,Medium
0.2201959064327485,Low
0.9665263157894737,High
0.984,High
0.3368333333333333,Medium
0.4143859649122807,Medium
0.8166578947368421,High
0.42623684210526314,Medium
0.8235847953216374,High
0.34903216374269,Medium
0.08526315789473685,Low
0.39430994152046783,Medium
0.5538362573099416,Medium
0.5412807017543859,Medium
0.10441228070175439,Low
0.4658508771929825,Medium
0.880421052631579,High
0.09452339181286551,Low
0.5285672514619884,Medium
0.3168333333333333,Medium
0.7814736842105263,High
0.5351783625730995,Medium
0.22712573099415204,Low
0.48477777777777775,Medium
0.18311695906432748,Low
0.5973538011695907,Medium
0.39089766081871347,Medium
0.16249415204678364,Low
0.497219298245614,Medium
0.09073391812865497,Low
0.4090380116959064,Medium
0.6325350877192982,High
0.9658947368421054,High
0.1905175438596491,Low
0.3591520467836257,Medium
0.8602485380116959,High
0.20483625730994154,Low
0.8018976608187134,High
0.22335380116959064,Low
0.4180263157894737,Medium
0.22673391812865498,Low
0.6084473684210526,High
0.7826023391812865,High
0.7328421052631579,High
0.4923216374269006,Medium
0.4967719298245614,Medium
0.7932631578947369,High
0.6686666666666667,High
0.7960116959064327,High
0.1391345029239766,Low
0.520953216374269,Medium
0.23114035087719298,Low
0.2842046783625731,Low
0.5592777777777778,Medium
0.24646783625730995,Low
0.09115497076023392,Low
0.8379239766081872,High
0.8046374269005848,High
0.4841812865497076,Medium
0.3710438596491228,Medium
0.5897602339181287,Medium
0.40103508771929824,Medium
0.8233684210526315,High
0.357421052631579,Medium
0.950108187134503,High
0.7043040935672515,High
0.2997865497076023,Low
0.837514619883041,High
0.9240058479532164,High
0.3979824561403509,Medium
0.3641111111111111,Medium
0.11914327485380118,Low
0.5298216374269006,Medium
0.3768362573099415,Medium
0.8185760233918129,High
0.6140438596491228,High
0.8566374269005848,High
0.8714005847953217,High
0.631874269005848,High
0.7604941520467836,High
0.3039853801169591,Medium
0.539187134502924,Medium
0.48774269005847953,Medium
0.4511374269005848,Medium
0.20480116959064326,Low
0.7996140350877193,High
0.42495321637426897,Medium
0.8042748538011696,High
0.3693625730994152,Medium
0.7981111111111111,High
0.6308391812865497,High
0.35977777777777775,Medium
0.8092982456140352,High
0.731187134502924,High
0.19389181286549706,Low
0.5834736842105264,Medium
0.3914502923976608,Medium
0.8029970760233918,High
0.9421052631578948,High
0.1667017543859649,Low
0.22017251461988302,Low
0.38547076023391813,Medium
0.19069298245614036,Low
0.8086520467836258,High
0.2229122807017544,Low
0.8873684210526316,High
0.8781052631578947,High
0.9875789473684211,High
0.7196374269005847,High
0.1185204678362573,Low
0.3056695906432748,Medium
0.5585380116959064,Medium
0.8522397660818715,High
0.8623157894736841,High
0.2208391812865497,Low
0.8330701754385965,High
0.7728421052631579,High
0.2639239766081871,Low
0.8377076023391813,High
0.44899415204678367,Medium
0.4212543859649122,Medium
0.5513040935672515,Medium
0.36714619883040933,Medium
0.594766081871345,Medium
0.12103801169590643,Low
0.7699327485380116,High
0.13199122807017544,Low
0.9134736842105263,High
0.8065701754385964,High
0.5423333333333333,Medium
0.6305614035087719,High
0.7322894736842105,High
0.167359649122807,Low
0.5466929824561403,Medium
0.6074298245614036,High
0.6892982456140351,High
0.4592719298245614,Medium
0.5330233918128655,Medium
0.2618187134502924,Low
0.3949298245614036,Medium
0.9336988304093568,High
0.49101461988304096,Medium
0.0913654970760234,Low
0.40376900584795317,Medium
0.6527631578947368,High
0.6409444444444444,High
0.8608684210526316,High
0.5912777777777778,Medium
0.784485380116959,High
0.5636959064327485,Medium
0.11052339181286551,Low
0.7793947368421053,High
0.6053859649122807,High
0.9818976608187134,High
0.8124766081871345,High
0.4997543859649123,Medium
0.7446959064327485,High
0.09599415204678363,Low
0.47639473684210526,Medium
0.5132134502923976,Medium
0.8335204678362573,High
0.8078040935672515,High
0.4856578947368421,Medium
0.26525146198830407,Low
0.4071023391812866,Medium
0.13955555555555554,Low
0.9614766081871345,High
0.3761812865497076,Medium
0.47890350877192983,Medium
0.9467368421052631,High
0.16775438596491227,Low
0.6061052631578947,High
0.3166286549707602,Medium
0.47719590643274856,Medium
0.776,High
0.5203450292397661,Medium
0.5860438596491228,Medium
0.5183508771929825,Medium
0.16943859649122806,Low
0.42858479532163746,Medium
0.7730789473684211,High
0.4967777777777778,Medium
0.543485380116959,Medium
0.35514912280701755,Medium
0.4319619883040936,Medium
0.9090643274853801,High
0.5723333333333334,Medium
0.42732163742690055,Medium
0.5685350877192982,Medium
0.5812631578947368,Medium
0.38398830409356727,Medium
0.22480701754385968,Low
0.3783040935672515,Medium
0.3404210526315789,Medium
0.37450877192982457,Medium
0.9063362573099415,High
0.1879561403508772,Low
0.2552982456140351,Low
0.21722514619883038,Low
0.5028771929824561,Medium
0.7757894736842106,High
0.8133157894736842,High
0.33409649122807017,Medium
0.11409356725146198,Low
0.6068538011695905,High
0.6601081871345029,High
0.32937134502923976,Medium
0.20315204678362575,Low
0.3738713450292397,Medium
0.3847777777777778,Medium
0.3523771929824562,Medium
0.5531988304093567,Medium
0.19515497076023394,Low
0.6002134502923977,High
0.2667251461988304,Low
0.5178216374269006,Medium
0.5847485380116959,Medium
0.17408479532163743,Low
0.20437134502923976,Low
0.31197660818713446,Medium
0.6973099415204678,High
0.1993654970760234,Low
0.4778713450292398,Medium
0.12966374269005848,Low
0.10862280701754386,Low
0.8187397660818714,High
0.41809941520467836,Medium
0.3882076023391812,Medium
0.7354356725146198,High
0.6979356725146199,High
0.43334502923976614,Medium
0.7295116959064327,High
0.9480029239766081,High
0.3012602339181287,Medium
0.39323099415204676,Medium
0.8673976608187135,High
0.47442397660818714,Medium
0.22099415204678363,Low
0.36030409356725146,Medium
0.4723070175438596,Medium
0.37157602339181284,Medium
0.6,Medium
0.5685350877192982,Medium
0.26775438596491224,Low
0.09010233918128656,Low
0.2681315789473684,Low
0.3186374269005848,Medium
0.7269941520467836,High
0.5053040935672515,Medium
0.259093567251462,Low
0.17933918128654971,Low
0.17448830409356725,Low
0.6022134502923977,High
0.5308479532163742,Medium
0.42483040935672517,Medium
0.5871578947368421,Medium
0.3098888888888889,Medium
0.4500847953216374,Medium
0.5053947368421052,Medium
0.3206198830409357,Medium
0.3405233918128655,Medium
0.23004385964912283,Low
0.7716345029239766,High
0.5043684210526316,Medium
0.30420467836257314,Medium
0.6413801169590643,High
0.2470906432748538,Low
0.23199122807017544,Low
0.7400029239766082,High
0.46628947368421053,Medium
0.2153654970760234,Low
0.3668947368421053,Medium
0.3092280701754386,Medium
0.8303187134502924,High
0.5471812865497075,Medium
0.1964093567251462,Low
0.24182748538011695,Low
0.4857807017543859,Medium
0.4232865497076024,Medium
0.3913538011695906,Medium
0.6750263157894736,High
0.5531549707602339,Medium
0.8798245614035087,High
0.47913450292397664,Medium
0.72596783625731,High
0.533187134502924,Medium
0.3926228070175438,Medium
0.640906432748538,High
0.4889736842105263,Medium
0.44334502923976604,Medium
0.5301345029239766,Medium
0.837687134502924,High
0.5640175438596491,Medium
0.9551695906432749,High
0.2972251461988304,Low
0.7295204678362573,High
0.5984152046783626,Medium
0.47806432748538014,Medium
0.19237426900584795,Low
0.39280116959064326,Medium
0.515906432748538,Medium
0.2839766081871345,Low
0.7167163742690058,High
0.6726900584795321,High
0.2324122807017544,Low
0.2847573099415205,Low
0.0896812865497076,Low
0.2671228070175439,Low
0.2605847953216374,Low
0.6177777777777778,High
0.20103801169590646,Low
0.6866198830409357,High
0.33231578947368423,Medium
0.3715643274853801,Medium
0.42607602339181283,Medium
0.39094152046783626,Medium
0.5411959064327485,Medium
0.26497660818713453,Low
0.9732631578947368,High
0.4474795321637427,Medium
0.33154970760233915,Medium
0.3317485380116959,Medium
0.5388801169590642,Medium
0.40912573099415206,Medium
0.5424561403508772,Medium
0.7573304093567251,High
0.3662573099415205,Medium
0.30757309941520466,Medium
0.22041520467836256,Low
0.3917251461988304,Medium
0.461453216374269,Medium
0.09578654970760235,Low
0.8166695906432748,High
0.5059356725146199,Medium
0.7668274853801169,High
0.7431959064327485,High
0.3136754385964912,Medium
0.30664327485380116,Medium
0.7356549707602339,High
0.10842105263157895,Low
0.3547309941520468,Medium
0.4436374269005848,Medium
0.40311988304093566,Medium
0.4540730994152047,Medium
0.5912748538011696,Medium
0.5410029239766082,Medium
0.42584795321637425,Medium
0.8065877192982456,High
0.5186520467836258,Medium
0.7595847953216375,High
0.9160029239766082,High
0.5731432748538012,Medium
0.3461023391812865,Medium
0.39071637426900585,Medium
0.5542426900584796,Medium
0.8423304093567252,High
0.2692485380116959,Low
0.20858771929824563,Low
0.22309941520467835,Low
0.2572543859649123,Low
0.8179473684210526,High
0.3739824561403509,Medium
0.3982894736842105,Medium
0.8478157894736842,High
0.5812719298245614,Medium
0.5827456140350877,Medium
0.4889356725146199,Medium
0.5834035087719298,Medium
0.4252514619883041,Medium
0.8713713450292397,High
0.5893654970760234,Medium
0.6384327485380117,High
0.4975701754385965,Medium
0.36599415204678365,Medium
0.7377426900584796,High
0.7764912280701755,High
0.7366374269005849,High
0.43594152046783624,Medium
0.6945906432748539,High
0.32078654970760234,Medium
0.4329795321637427,Medium
0.289859649122807,Low
0.7156754385964912,High
0.3629269005847953,Medium
0.4386695906432748,Medium
0.2691842105263158,Low
0.6887046783625731,High
0.26118713450292397,Low
0.36964327485380116,Medium
0.5144941520467836,Medium
0.09494152046783624,Low
0.525608187134503,Medium
0.9827368421052631,High
0.5217105263157895,Medium
0.5764239766081871,Medium
0.35070467836257313,Medium
0.17995906432748537,Low
0.4648040935672515,Medium
0.12671929824561404,Low
0.3930204678362573,Medium
0.3641578947368421,Medium
0.15662865497076023,Low
0.5401169590643276,Medium
0.35128362573099414,Medium
0.2745175438596491,Low
0.41452046783625734,Medium
0.49722514619883046,Medium
0.4546169590643275,Medium
0.08631286549707604,Low
0.2795584795321638,Low
0.6318479532163743,High
0.41628947368421054,Medium
0.8065321637426901,High
0.44679239766081874,Medium
